MemoryLimit,Tags,Text,Explanation,Title,TimeLimit,Catagory,SourceLimit,SubCatagory,Constraints 
256 MB,"Ad-Hoc,Algorithms,Easy",given an integern.  find out thepermutationsumwherepermutationsumfor integernis defined as the maximum sum of difference of adjacent elements in all arrangement of numbers from1ton.note: difference between two elementsaandbwill be considered as abs(a-b) or |a-b| which always be a positive number.,"Test Case #3:For N=3, possible arrangements are :{1,2,3}{1,3,2}{2,1,3}{2,3,1}{3,1,2}{3,2,1}Value of PermutationSum for arrangement {1,2,3} is 2 i.e abs(1-2)+abs(2-3)=2Value of PermutationSum for arrangement {1,3,2} is 3.Value of PermutationSum for arrangement {2,1,3} is 3.Value of PermutationSum for arrangement {2,3,1} is 3.Value of PermutationSum for arrangement {3,1,2} is 3.Value of PermutationSum for arrangement {3,2,1} is 2.So the maximum value of PermutationSum for all arrangements is 3.",Permutation Again,:5.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:1&lt;=t&lt;=100001&lt;=n&lt;=105
256 MB,"Easy,Math,Number Theory",oz has a listarr[]ofmintegers. he has to findall integers ksuch that :help oz to find all such k's.,,Help Oz,:3.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints :- 2&lt;=m&lt;=100- 1&lt;value of each integer&lt;109- all integers will bedistinct
256 MB,"Combinatorics,Easy,Math","james has decided to take a break from his work. he makes a plan to visit india for a few days with his family. he knows a lot about india, and also about the various cities he could visit. he decides to write down all the cities on a paper. let the number of cities be n. now, he shows the list to his wife and asks her, the city/cities she wants to visit. he tells her that she can select any city/cities and any number of cities. the wife says, she needs a day to decide.after this, james calls his son and tells him all about the trip, and the list of cities. he gives him a task and asks him, the number of ways the city/cities can be chosen from the list, if the total number of cities written on the list is n. the cities are numbered from 1 to n. at least 1 city has to be selected.he now asks your help to find the answer for the question that was asked to him.the problem consists of a number of test cases.input:the first line of input contains the number of test cases t.then t lines follow, each contains a number n, the number of cities.output:output contains t lines; each line contains the answer for that test case. as the answer can be large, print the answer modulo 10^9+7constraints1&lt;=t&lt;=1000001&lt;=n&lt;=1012","For test case 1:
The only ways to select the cities is 
1
2
1 2 
Therefore the answer is 3.For test case 2:
The only way to select a city is
1
Therefore the answer is 1.",Selection of Cities,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,
256 MB,"Algorithms,Combinatorics,Easy","king tle4ever of time limit exceeded is really fascinated about tic tac toe. he organizes a national level contest for tic tac toe every year in time limit exceeded. (though i agree you need to be really stupid to loose a game of tic tac toe but for the sake of question assume playing tic tac toe for them is same as playing chess for us :p ).every year the contest has lots of participants. this year there are n participants from all over the country. seeing this huge participation he asks moron a simple question.suppose participant piwins wimatches. the king wants to know the sum of wi2from 1 to n. now as you already know moron is not good with maths, he asks you to help him.given the value of n find the minimum and maximum value of sum of wi2from 1 to n. as values can be too large output the values mod 109+7.[input]first line contains a single integer t denoting number of test cases.next t lines contains a single integer n denoting the number of participants.[output]for each test case output the minimum and maximum value mod 109+7. say minimum is minx and maximum is maxx than you should print ""minx maxx"".[constraints]1&lt;=t&lt;=1053&lt;=n&lt;=109note : n will be an odd integer",,Tic Tac Toe,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,
256 MB,"Combinatorics,Easy,Implementation,Math","its roy's birthday and he is decorating his house with balloons.he has 26 different types of balloons. they are represented by[a-z].now roy does not want to have few particular balloons together. actually he doesn't want to keep any of the two vowel (i.e[a,e,i,o,u]) balloons together.so, in one arrangement no two vowels should be together. given the string of balloons there can be many such arrangements possible.help roy in finding the number of possible arrangements.number of such arrangements can be quite large, so print it modulo 1000000007 (109+ 7)also, there's a chance that no such arrangement is possible. print ""-1"" in such cases (without quotes)","Test #1: Possible arrangements are
[1] abe
[2] ebaTest #2: There are no any arrangements possible such that any two vowels are not together. So print -1.",Roy and Birthday,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:1 &lt;=t&lt;= 1001 &lt;=length of string&lt;= 1000000   (106)note:sum of string lengths over all the test cases in one file does not exceed 1000000 (106)
256 MB,"Easy,Math,Modular exponentiation,Number Theory","the monk wants to teach all its disciples a lesson about patience, since they are always in a hurry to do something crazy. to teach them this, he gives them a list ofnnumbers, which may or may not be distinct. the students are supposed to solve a simple mathematical equation based on the array of thesennumbers.g(x) - gcd (a[ 0 ], a[ 1 ], a[ 2 ]... a[n-1] )f(x) - (a[ 0 ] * a[ 1 ] * a[ 2 ]... * a[n-1] )the value of the monkquotient is:109+ 7.the equation to be solved is: ( f(x)g(x))%monkquotient","Here we can see that the product of the elements of array is 12 and the GCD of the array comes out to be 2 .
Thus the answer would be 12^2 which is 144.",The Confused Monk,:2.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:1 ≤n≤ 501 ≤ai≤ 103
256 MB,"Easy,Prime Factorization,Sorting","in pallet town of kanto region, there lived a young boy named ash ketchum. ash loves pokemon and has a dream of becoming a pokemon master. he is about to start his pokemon journey so he reaches to professor oak to get his first starter pokemon. before giving ash his starter pokemon, professor oak needs to check whether he is capable of raising a pokemon or not. so, the professor gave him a task to test his knowledge about pokemon. the task is as follows:each pokemon can be represented by a unique id number and its strength is equivalent to the total number of factors (including 1 and number itself) of its id number. in a pokemon battle, a pokemon with higher strength will always win a battle against a pokemon with lower strength. let the total number of pokemon's in kanto region ben(their id ranging from 1 to n). given a pokemon id numberk. find the total number of pokemon, the given pokemon can certainly beat.","For N = 8, strength distribution of every Pokemon is given corresponding to its ID number where strength is equal to the number of factors of ID number. For example- Pokemon with ID no. 8 has strength equal to 4 (Factors of 8 are 1, 2, 4, 8).ID No.Strength1       12       23       24       35       26       47       28       4Sample Test Case 1: For K = 3, Pokemon with ID no. 3 has strength equal to 2. It can only defeat Pokemon with ID no. 1. Therefore, the answer is 1.Sample Test Case 2: For K = 4, Pokemon with ID no. 4 has strength equal to 3. It can defeat Pokemon with ID no. 1, 2, 3, 5 and 7. Therefore, the answer is 5.",Gotta Catch &#39;Em All,:0.5 sec,number-theory,1024 KB,basic-number-theory-1,
256 MB,"Ad-Hoc,Basic Programming,Easy,Modular exponentiation,Number Theory","panda has become a scientist recently. in his laboratory, there are infinite number of chambers where a chamber numberkis connected to a chamber numberk-1.the numbering of chambers start from0. initially,xnumber of particles are present in the chamber number0. the number of particles present inchamberkisktimes the number of particles present inchamberk-1.   you are supposed to help panda in finding out the number of particles in a given chamber numbern.note:the number of particles in chamberkcannot be calculated until the number of particles in chamberk-1are calculated.","Case 1: For first test case, initially there were 3 particles. 
In Chamber K=1, the number of particles became 1*3 = 3.Case 2: Initially, there is only 1 particle.
In Chamber K=1, the number of particle became 1*1 = 1.
In Chamber K=2, the number of particle became 2*1 = 2.",Panda and Chain Reaction,:2.0 sec,number-theory,1024 KB,basic-number-theory-1,"constraints:1&lt;=t&lt;=105subtask 1: (20 points)1 &lt;= n, x&lt;=105subtask 2: (80 points)1 &lt;= n, x&lt;=1018subtask 1: (20 points)1 &lt;= n, x&lt;=105subtask 2: (80 points)1 &lt;= n, x&lt;=1018"
256 MB,"Algorithms,Easy",given two numberaandb. calculate the value ofab.  output may be too large so print the answer modulo10^9+7.,,Calculate the Power,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:test file 1 to 5:1&lt;=a&lt;=101&lt;=b&lt;=10test file 6 to 10:1&lt;=a&lt;=1061&lt;=b&lt;=1010
256 MB,"Algorithms,Easy,Math","madhav went to riya's birthday party. he was a geek so he had no idea regarding which gift she'l like.so he took an array of integers with him. the array followed a particular order.
first element of array is 1.second element of array is 6.other elements of the array are two less than the mean of the number preceding and succeeding it.as it is obvious, riya felt that this idea was stupid and hence she wanted to
punish madhav.she decided to ask madhav the nth number of the array. if he tells the wrong answer, she would slap him.help madhav to escape from this embarrassing situation.","First test case is trivial as a [1] = 1.
In second test case,
a[2]=(a[1]+a[3])/2-2.
Substituting the values of a [1] and a[2] , we get:
6=(1+a[2])/2-2.
So, a[2]=8*2-1=15",Riya&#39;s Birthday Party,:3.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:1 ≤t≤ 1051  ≤n≤ 1018
256 MB,"Combinatorics,Math,Medium","it's again jawa's birthday today. he has toffees with sweetness {1,2,3, . . . . . . ., n}. he wants to distribute these toffees to his two best friends aneesh and ashish. first he selects some subset a of these toffees and gives them to aneesh. now, he selects another subset b such thata is not a subset of b and b is not a subset of aand gives it to ashish.you have to help jawa to decide what are the total number of ways in which he can distribute toffees to aneesh and ashish. since answer can be large output the result mod 10^9+7.[input]first line of input contains single integer t denoting number of test cases.next t lines contain a single integer n denoting maximum sweetness he have in toffees.[output]for each test case output answer to problem by taking mod with 10^9 + 7.[constraints]1&lt;=t&lt;=1000001&lt;=n&lt;=1000000",,Candy Distribution 3,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,
256 MB,"Math,Medium,Modular arithmetic","fatal eagle has had it enough with arjit aka mr. xyz who's been trying to destroy the city from the first go. he cannot tolerate all this nuisance anymore. he's... tired of it. he decides to get rid of arjit and his allies in a war. he knows that arjit hasnpeople fighting for him, so he brings his ownnpeople in the war to face him. (so, there will be 2 * n people fighting in this war!)he knows for him to win the war against his enemy, members of his army should be present before the members of arjit come up in the battlefield - that is to say, whenever a member of arijt's army comes in the battlefield, there should already be a member of his own army there to handle him. (in short, the number of his army members should never be less than the number of arjit's army members in the field!)if he figures out the number of ways such such sequences can be formed, the good will be able to conquer evil yet again. help fatal eagle in figuring it out to defeat arjit - once and for all.",,The final fight [6],:1.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:1 &lt;= n &lt;= 105
256 MB,"Algorithms,Easy-Medium","problem :you are given an arrayainitially comprising ofnnon-negative integers a[1], a[2], a[3]..... a[n]. an arraybcan be generated from arrayain the following manner :you will now be givenqqueries , each query being either of the two types :type 1 :0 id v: seta[id]=vtype 2 :1 id: generate the arraybfrom the current arrayaand print the value ofb[id]modulo10^9 + 7.you must do as directed in each query.note: both array a and array b are 1-indexed.",,A to B,:2.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints :1&lt;=n&lt;=10^50&lt;=a[i]&lt;=10^91&lt;=q&lt;=10^51&lt;=id&lt;=n0&lt;=v&lt;=10^9
256 MB,"Easy-Medium,Math,Number Theory","rhezo likes numbers of the form $$a^b$$. but computing $$a^b$$, for any $$2$$ numbers $$a$$ and $$b$$ is a hard task for him. he would like you to help him out in this.",,Rhezo and Big Powers,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:$$ 1 \le a \le 10^9 $$$$ 1 \le b \le 10^{10^5} $$
256 MB,"Combinatorics,Easy-Medium,Expectation,Math,Number Theory,Probability",link to russian translation of problemthere arenants staying at the vertices of then-regular polygon (one ant at one vertex). at some moment of time all the ants choose one of the edges their vertex is adjacent to and start walking along this edge. if two ants meet at some point of the edge they die. please find the probability that all the ants will survive.,,DieDie,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,constraintst &lt;= 10003 &lt;= n &lt;= 1011
256 MB,"Easy-Medium,Modular arithmetic,Modular exponentiation","our friend monk has finally found thetemple of programming secrets. however, the door of the temple is firmly locked. now, as per the rules of the temple, monk needs to enter asecret passwordin a special language to unlock the door. this language, unlike english consists of $$k$$ alphabets. the properties of this secret password are:it has a length of $$n$$ characters.it is composed only of the $$k$$ characters belonging to the special  language.each character belonging to the special language has been usedat max oncein the secret code.now, monk has no idea about what the ideal password may be and needs you help. you need to help monk find the total number ofdistinctcandidate strings for itmodulo$$10^9+7$$.","Let's number the characters of the special language to be $$1$$ , $$2$$ and $$3$$ respectively.  So, all possible candidate Strings are:$$123$$$$132$$$$213$$$$231$$$$312$$$$321$$So, here we have $$6$$ possible passwords. So, the answer = $$6 \% (10^9+7) =6$$",Unlock the Door,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:$$ 1 \le t \le 10 $$$$ 1 \le n \le k \le 10^5 $$note:you need to print the value of each element and not their weight.
256 MB,"Math,Medium","john loves prime numbers. one day he was playing a game ""primcia"" with his wife alicia. the game is as follows, john write a numbernon a table.the number is of the form:n =  (p1a1) * (p2a2) * .............. * (pxax).wherepiare prime numbers andaiare its corresponding powers.now, he asks alicia to find the sum of all the numbers which are less than or equal tonand also contain all prime numbers whichncontains in its prime factorization. for small numbers, alicia can solve easily but it becomes too hard for large numbers. help her to answer the query of john.","In given test case, The N will be 60.
So,  Numbers less than and equal to 60 having same prime numbers in its factorization are 60, 30, and So, sum=90.",Beautiful primes,:2.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:1 &lt;=t&lt;= 101 &lt;=x&lt;= 1000000 &lt;pi&lt;=10000001&lt;=ai&lt;= 1000000000
256 MB,"Medium,Sqrt-Decomposition","mancunian is in a hurry! he is late for his date with nancy. so he has no time to deal with a long and complex problem statement.you are given two arrays, $$a$$ and $$func$$. each element of either array, $$a_i$$ or $$func_i$$, is a positive integer not greater than $$c$$. given $$q$$ queries, each of the form $$l$$ $$r$$, the answer for each query is
\begin{equation}
\prod_{i=1}^{c} func[cnt_i]
\end{equation}
where $$cnt_i$$ is the frequency of the integer $$i$$ in the range $$l$$ $$r$$.the answer to the problem is the product of the answers of all the individual queries modulo $$10^9+7$$.the first line contains three integers $$n$$, $$c$$ and $$q$$ denoting the size of the array, the range of allowed values for each array element and the number of queries respectively.the second line contains $$n$$ positive integers, denoting the elements of the array $$a$$. the $$ith$$ (1-indexed) of these represents $$a_i$$.the third line contains $$n+1$$ positive integers, denoting the elements of the array $$func$$. the $$ith$$ (0-indexed) of these represents $$func_i$$.the $$ith$$ of the next $$q$$ lines contains two integers, $$l$$ and $$r$$ for the $$ith$$ query.print a single integer, which is the answer to the given problem.$$1 \le n, q \le 50,000$$$$1 \le c \le 1,000,000$$$$1 \le l \le r \le n$$","In the range specified by the first query, there are 0 occurrences of $$1$$, 2 occurrences of $$2$$, 1 occurrence of $$3$$ and 0 occurrences of both $$4$$ and $$5$$. 
So the answer for the first query is $$FUNC[0]$$ * $$FUNC[2]$$ * $$FUNC[1]$$ * $$FUNC[0]$$ * $$FUNC[0]$$ $$=$$ $$2$$.In the range specified by the second query, there is 1 occurrence of $$1$$, 1 occurrence of $$2$$, 0 occurrences of $$3$$ and 0 occurrences of both $$4$$ and $$5$$. 
So the answer for the second query is $$FUNC[1]$$ * $$FUNC[1]$$ * $$FUNC[0]$$ * $$FUNC[0]$$ * $$FUNC[0]$$ $$=$$ $$1$$.In the range specified by the third query, there are 0 occurrences of $$1$$, 0 occurrences of $$2$$, 2 occurrences of $$3$$ and 0 occurrences of both $$4$$ and $$5$$. 
So the answer for the third query is $$FUNC[0]$$ * $$FUNC[0]$$ * $$FUNC[2]$$ * $$FUNC[0]$$ * $$FUNC[0]$$ $$=$$ $$2$$.Hence the final answer is $$2$$ * $$1$$ * $$2$$ $$=$$ $$4$$.",Mancunian And Multiplicative Queries,:5.0 sec,number-theory,1024 KB,basic-number-theory-1,
256 MB,"Algorithms,Medium","kuldeep's girlfriend christie recently got her phd in maths. so to celebrate, they both decided to play games with mathematical sequences for their date nights.the game they are playing today is ""jackpot palindrome"", the objective of the game is to find out length of the largest palindrome which only contains the digit ""4"" from a given string.the reference string for today is the lucky string. lucky string is the concatenation of all lucky numbers in ascending order.
 lucky numbers are those numbers which contain only ""4"" and/or ""5"". for example 4, 5, 44, 54,55,444 are lucky numbers while 457, 987 ,154 are not.
so the fist few digits of the lucky string are ""4544455455444445454455..."" .since the lucky string is infinite, christie gives kuldeep an integernand kuldeep only needs to consider the lucky string upto lengthn.everytime kuldeep answers correctly, he gets a kiss from christie, obviously he'd want to maximize the number of kisses he gets, so your task is to help kuldeep answer correctly everytime.",,Lucky String Jackpot,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:1&lt;=t&lt;=1000001&lt;=n&lt;=10^15
256 MB,Medium,"you are now studying iniinand have to follow the curriculum. here is how the curriculum is structured.there are a total ofnfaculties in this institute. the ithfaculty hasmidifferent courses under his mentor-ship. every course under a particular faculty might have some topics in common. hence each course, under each faculty, have been given""conceptual points"", which indicate the level of toughness of that course. toqualifya coursex, taught under facultyi, you first have toqualify all the courses y, taught undersamefaculty, such that theconceptual pointsof ally's is less thanconceptual pointsofx.as per the rule, you have to complete every course that university offers,one at a time. also, at any moment, when you select a new course, you will select only from those courses, which you canqualify at that time.you can choose any course, under any faculty, in any semester, as long as above condition holds. a schedule is valid if all the courses taken as per the schedule do not violate the conditions mentioned above.note that all the courses are distinct and any 2 courses under different faculties have no dependency whatsoever.find total number of possible valid schedules.  as answer can be large, output it modulo109+ 7.","Lets name the courses of first faculty as x and y. Lets name the courses of second faculty as z and w.
The possible schedules are (x,y,z,w), (x,z,y,w), (x,z,w,y), (z,x,w,y), (z,x,y,w) and (z,w,x,y). Hence the answer is 6.",Course of Study,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:1 ≤ total number of university courses ≤ 1051 ≤ n ≤ 1051 ≤ m ≤ 1051 ≤ xj≤ 105for all i's
256 MB,"Algorithms,Implementation,Math,Medium,Modular arithmetic,Modular exponentiation","arjit is a great coder. he is one of the best all over world. he can solve almost any question.arjit's heart falls for a girl milinda. she came to arjit with a question.given an arrayarr, where:arr = {x, a[0] * x, a[0] * a[1] *  x, a[0] * a[1] * a[2] * x, ... }wherea[i]denotes a number between 1 and 106.we all know about the notation:milinda asks arjit to find the value ofq.arjit is unable to concentrate on the question due to milinda. please help him solve this problem.","The array Arr is [1, 2, 4].
A[0] = 2/1 = 2
A[1] = 4/2 = 2
F = summation(2) + summation(2) = (1 + 2) + (1 + 2) = 3 + 3 = 6
Q = summation(6) = 1 + 2 + 3 + 4 + 5 + 6 = 21",Great Arjit and Numbers,:5.0 sec,number-theory,1024 KB,basic-number-theory-1,"constraints1 &lt;=t&lt;= 101 &lt;=n&lt;= 1051 &lt;=x&lt;= 1061 &lt;=arr[i]&lt;= 109+ 7since the values in arrayarrcan grow quite large the values given will be modulo109+7subtask 1:t=10,1&lt;=n&lt;=100- 25 pointssubtask 2:original constraints- 75 points"
256 MB,"Combinatorics,Easy-Medium,Math,Modular arithmetic","josephloves questions with arrays! his friendnickgave him interesting problem!initially, there is an array withnpositive integers, numbered 1 throughn. letqualitybe a multiplication of all integers from the array. more formally,quality=a1*a2*a3* ... *an.nickis interested in number of arrays with size ofkwith same quality.of course,josephfound that this problem is really hard for him. so, he needs your help.","Thequalityof an array is equal to 3 * 2 = 6, so there are 9 arrays with size 3 and quality is 6.(2, 1, 3), (2, 3, 1), (6, 1, 1)(1, 2, 3), (1, 6, 1), (3, 2, 1)(1, 1, 6), (1, 3, 2), (3, 1, 2)",Joseph and Array,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,"constraints1 &lt;=n, k&lt;= 1051 &lt;=ai&lt;= 106subtaskssubtask #1 (10 points):n, k&lt;=10 and thequality&lt;= 10subtask #2 (90 points): original constraints"
256 MB,Easy-Medium,"you are given adeadpool set awhich containsnunique integers.the speciality of adeadpool setis thatif you remove a integer from the set it reappears magically, just like deadpool's body parts. :3given this set you have to print number ofunique deadpool treesthat can be made by using integers from that set.note : as the integers reappear magically, they can be used several times in a particular deadpool tree.properties of deadpool tree:each node is either a leaf node or has exactly two children.if a node is not a leaf node then it's value is exactly equal to the product of its children.the value of each node is greater than '1'.","The contents of deadpool set are 2,3,4,6. If we remove a number from this set it reappears magically so the contents of the set are always 2,3,4,6 no matter what and we have an infinite supply of 2,3,4,6.
The following are the only trees which satisfy the deadpool tree properties.Note that in each tree each node is either a leaf node or a node with exactly two children whose values is same as the product of its children and value in each node is greater than 1.",Deadpool Set,:2.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:1&lt;=n&lt;=1061&lt;=a[i]&lt;=106it is guaranteed thatnumbers in the set are unique.
256 MB,"Algorithms,Combinatorics,Math,Medium","akash singh is a student of mathematics at geekland university. these days he is busy with his girlfriend jassi. on the other hand, jassi don't like mathematics that much. one day, jassi decided to find all the strings of length n (comprising only of characters from '0' to '9') having odd number of 0's.
for example: 103,012,000 are all strings of length 3 having odd number of 0's.
she asked akash to find number of such strings of for a given length of string modulus 1000000009 (10^9 + 9). akash being busy in organizing college fest asks for your help. help akash impressing his girlfriend.","Case 1:  only possible case is '0'. 
Case 2: The following string of length 2 contains odd number of zeroes: 
            01,02...,09,10 --&gt; 10 numbers
            20,30,...,90 ---&gt; 8 numbers
            total 18 numbers",Akash&#39;s Girlfriend,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,
256 MB,"Medium,Number Theory","dragonite decided to go for hill climbing this weekend, but he doesn't have the map of all the hills. however he can make his own map. since, well, he's a dragon, du'uh.there are $$n$$ hills arranged on a line, each in the form of a vertical line segment with one endpoint on the ground. the hills are numbered with integers from $$1$$ to $$n$$ from left to right. the ithhill has heighthi.abeautiful set$$s$$ is set of hills such that for anyhi, hjpresent in set $$s$$,(hi* hj)%p!=1.note that hereican be equal toj. here $$p$$ is any prime integer. to make the map, dragonite needs maximum possible size of thebeautiful set.note that two sets are considered different if they contain at least one point which is different. two sets are considered same if they contain the same points.","The two possible Beautiful Sets are {2,22} and {3,33}. Here 4 can't be any beautiful set because (4 * 4) % 5 =1 .Also 2 and 3 can't be in any beautiful set because (2 * 3) % 5 = 1. Also note that (2 * 22) % 5!=1 and (3 * 33) % 5!=1.",The Dragon Type,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,constraints:2 ≤ $$n$$ ≤ 2 * 1051 ≤ hi≤ 10182 &lt; $$p$$ &lt; 105references:
256 MB,"Algorithms,Hard","there arenmarbles in a line, numbered 1 throughnfrom left to right.  count numbers of ways to remove exactlymmarbles such that there are exactlycremaining connected components. a part[a,b]of sequence is called a connected component if for alla &lt;= i &lt;= bthere is a marble at positioniand also there are no marbles at positionsa-1andb+1(either because those marbles have been removed or because they are out of range[1,n]).",,Connected Components,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,"constraints1 ≤t≤ 1000001 ≤m≤n, 0 ≤c≤n-m1 ≤n≤ 10000020% number of tests in whichn≤ 15.30% number of tests in whicht≤ 100,n≤ 20020% number of tests in whichn≤ 1000"
256 MB,Medium-Hard,"bob was very good at his mathematics. he scored a+ grade in every mathematical subjects.  to challenge him his teacher gave him to solve following question :you are given an array  of n positive integers  where all integers are less than or equals to 10^6. now you have to calculate the product of (number of primes + 2) of all subsets of that array. two subsets of array are considered different if there is an element with index i in one subset such that there is no such element with same index i in other subset.print answer modulo (1000000007)lets clear it with an example :take an array = [2,4]now lets see all subsets{2}  ----&gt;    noofprimes = 1 so (1+2) = 3{4} -----&gt;    noofprimes = 0 so (0+2) = 2{2,4} -----&gt;   noofprimes = 1 so (1+2) = 3{}  -----&gt;  noofprimes = 0 so (0+2) = 2so final answer is3*2*3*2 = 36note:for empty subset number of primes is 0.",,Bob and Mathematics,:1.5 sec,number-theory,1024 KB,basic-number-theory-1,constraints :1 &lt;= n &lt;= 10^3arr[i] &lt;= 10^6t &lt;= 1000
256 MB,Hard,"lukas is a little beaver who loves to play with graphs.
his favorite kind of graphs to play with are trees.
a tree is a connected graph with no cycles.recently, he defined a new structure in a tree and called it astickman. astickmanis a set of 7 different vertices and 6 different edges. vertices should be connected by edges as in the image below.you can see here two legs, two arms and a head. formally, one vertex must be connected to four other vertices and one of these four must be connected to two more vertices.lukas had a tree ofnvertices (numbered1throughn) and he used to count distinctstickmenin that tree.
astickmanis defined by a set of vertices and edges and their order doesn't matter.
so, twostickmenare distinct only if some vertex or some edge belongs to exactly one of the twostickmen.however, one day a mischievous bear stole lukas' tree. now lukas doesn't remember what his tree looked like. all he remembers is the degree of every vertex of the tree.
he is sure that the degree of the vertexiwas equal todi.he has no other choice than to assume that his tree was a random tree satisfying the conditions he remembers.
more formally, let's consider the setsof all distinct trees ofnvertices (numbered1throughn) satisfying those conditions.
two trees are distinct only if there are two vertices connected by an edge in exactly one of the two trees.
limak assumes now that each tree inshas equal probability to be his beloved tree.note: it is guaranteed that there is at least one tree with the given degrees. so, the described setsisn't empty.after the loss lukas is too sad to do anything so he asks you to find the expected number ofstickmenin his tree. find the answer and print it modulo109+7. read the ""output format"" section for more details.the first line contains a single integern, denoting the number of vertices in the tree.the next line containsnintegersd1, d2, ..., dn.if the answer is equal to 0, print 0 in a single line.otherwise, it can be proved that for given constraints the answer can be uniquely written as a fractionp/qsatisfying conditions:1)pandqare positive integers2)pandqare relatively prime (sop/qis an irreducible fraction)3)qis not divisible by109+7your task is to find the value ofp * q-1modulo109+7.
print it in a single line.2 ≤ n ≤ 1051 ≤ di≤ n-1it is guaranteed that there is at least one tree with the given degrees.","There are 3 groups of trees satisfying properties Lukas remembers.1)Here X represents any of the nodes with degree 1. There are 90 such trees and each of them has 2stickmen.2)There are 60 such trees and each of these has 1stickman.3)There are 60 such trees and each of these has 1stickman.The expected number ofstickmenis (90*2 + 60*1 + 60*1)/(90 + 60 + 60) = 300/210 = 10/7.7-1mod (109+7) = 142857144.Therefore, we print 10*142857144 mod (109+7) = 428571433NOTE:According to the provided definition of distinct trees, the following two trees are distinct - because only one of them contains an edge 1-3.",F - Lukas and Stickman,:1.0 sec,number-theory,1024 KB,basic-number-theory-1,
256 MB,"Easy,Math,Number Theory",link to russian translation the problemyou are given a numbern. how many zeroes doesn!end on?,,ZrZr,:1.0 sec,number-theory,1024 KB,basic-number-theory-2,constraintst &lt;= 10000 &lt;= n &lt;= 1011
256 MB,"Easy-Medium,Math,Number Theory",link to russian translation of problemthe statement of this problem is very simple: you are given a non-negative integerx. whether it's divisible by41?,"Numbers:14, 41, 82, 28, 123.",4141,:1.0 sec,number-theory,1024 KB,basic-number-theory-2,"constraintst &lt;= 20001 &lt;=n &lt;= 500000 &lt;= a[0], a1, c &lt; 10"
256 MB,"Easy,Math,Prime Factorization","ashu is very fond of prime numbers and he like challenging his friends by giving them various problems based on mathematics and prime number. one of his friend harshit is jealous and challenges him to solve a task. task is :given a prime number x, you need to give the count of all numbers in range 1 to 106inclusive which  have minimum prime factor x.help ashu in solving this task.input:first line consist of numer of test cases t.each test case contains a single number x.output:output for each test case count of all numbers in range 1 to 106inclusive which  have minimum prime factor x.constraints:1 ≤ t ≤ 105prime number x where 2 ≤ x ≤ 106","The minimum prime factor of all even numbers in the range [2, 1000000] is 2, and there are 1000000/2 = 500000 such even numbers.The numbers with minimum prime factor as 11 are: 11, 121, 143, ...",Ashu and Prime Factors,:1.0 sec,number-theory,1024 KB,basic-number-theory-2,
256 MB,"Easy-Medium,Number Theory","let's define the function $$f(l,r)$$ :$$ f(l,r) $$ = $$ \sum x$$, $$\forall  x $$, where $$x$$ is a prime number between $$l$$ and $$r$$ inclusive.in short, for each function $$f(l,r)$$ you need to find the summation of all primes between the integers $$l$$ and $$r$$ inclusive.now, you shall be given multiple queries. in each query, you shall be given the integers $$l$$ and $$r$$ and you need to find the result of the function $$f(l,r)$$","For the $$1^{st}$$ query, the primes between $$1$$ and $$6$$ are $$2$$, $$3$$ and $$5$$. Thus the answer= $$2 + 3 + 5$$ = $$10$$.
Similarily, for the second query, Answer = $$5 + 7 + 11 + 13$$ = $$36$$.",Sum of Primes,:1.0 sec,number-theory,1024 KB,basic-number-theory-2,constraintsfor $$30$$ points:$$ 1 \leq n \leq 1000 $$$$ 1 \leq l \leq r \leq 1000 $$for the next $$70$$ points:$$ 1 \leq n \leq 5*10^5 $$$$ 1 \le l \le r \le 10^6 $$
